comment,sentiment
anlamadığın bir detayı üzerinden zaman geçtikten sonra aniden anlamak ve hoşuna gitmeyen bir detay olduğu için günün zehir olması,neutral
keep voting in the amas stay! we got this!,neutral
552k,neutral
"“megaverse” becomes stray kids’ fastest b-side to surpass 120m streams on spotify!

#1 megaverse — 549 days 🎸🆕
#2 red lights — 779 days
#3 charmer — 919 days
#4 domino — 1290 days",neutral
545k,neutral
geçti yine boş bi ömür,neutral
wow !!!,positive
dünüm yok yarınımsın,neutral
"amas turbodayです！
投票2倍になります！
時間内に忘れずにお願いします！",neutral
"530k
stay! if you love last minute voting, act like today's the day! because this is our chance to double our votes! 
also, we cannot wait till attendees are announced to just vote then. because then the voting will be over! (but mind skz are in the us at that time)

go all in today! the opponents are strong and many!
we have to throw in everything we got!",positive
crashing waves but i ll never fall!!,neutral
"仕事が終わりました


coolな　
stray kids先輩のパフォーマンスを楽しみがら帰ります♪",neutral
524k,neutral
"521k
the last turbo tuesday for the amas has begun!! it'll last until midnight your time!
today 50 votes on the site and comments at -you know where- count double! but remember to not be private, else your votes won't count! 

 let's go all in! with everything we got! 
we can do this! like this we can give back for all the hard work the guys do, for giving us a place to stay.",neutral
"faltando 10 para la 1 me despido por hoy, después de una larga sesión vienro geis 😊 te deseo una buena noche y q te duermad asap pq tenes q estar fresca para el desayuno de mañana, traeme un jotkei 🙏 que tengas linfod sueños con el yonyi alfa que va a dejarte personalmente su revista 🥵 gracias x leer mis tmis todos ratitos de hoy 😊 te veo mañana para bromseoki dorama y paygorn jarcor, mentira 😝 te quiero muchooo 💞🙂‍↕️💤",neutral
"bno wuchanlober es de mi agrado informar q no secomo pero estamos haciendo racha simultanea de reiv y esteim wtf los plaemtas se alinearon 😮 espero que tengas una linda noche relaradora de dolores o q el magnesio haga algo asap🙏🙏te agradezco la compañía de milpchomil horas viendo homosexuales😊 sista raro al hoyo que hemos llegado despues de habernos conocido estrimeando en soriana, pero wno como sea q fue, te quiero mucho 😽💝 no importa q tan opiestos seamos(w no los somos la vda) a mi me gustas asi como eres 😊 nos vemos mañana cualquier cosa al kakao",negative
creo q nosta tab caro 11 dolsres osi,neutral
vamos a miroh como voy a odiar a mi omeguita? aqui no hay cliché del odio a amor,neutral
bno en esta m voy,neutral
ya di si me ofias ono emeneci,neutral
piede ser beit puede no serlo no sabemos,neutral
ah vamos a yellow cab ese pinche collar d eliminjo vaser lo primero q voy acomprsr,neutral
se endeuda en vivo,neutral
q dejemos de ser amigos dise,neutral
me gusto mucho,neutral
guilty taeminsi le bajan a los aranceles ya vas a comprar irresponsablemente?,negative
preo pq me gritais,neutral
vamos a please don't mestan saliendo vifios recomendados de q van a bajar los aranceles o.o,neutral
acabo de hacer una investigación muy profunda(mwntira) puse bl en wl buscador y la mayoria q sale son tai y hay un canal de yt que tiene peliculas completas de geis lmao,positive
de mayami lei 😭,neutral
vamos a 458 algunas piezas de damiani sistan mas baratas q de cartier asi q nuestro anillo de bdas sera de ahí,neutral
q vaser lo próximo q veamos,neutral
"fantasy here wishing you a great day! 
waking on water x love race",positive
elije yo me piqué una bola de grssa q twnia en la cara pedo jamas qpude sacarla y solo me sangró y ahora tengo rojo y me lele😊,neutral
cartier q sigue eeeeeee duh!,negative
pues si recomiendo q las veas se ve bn alfa,neutral
ya yenfo me falta un pokito esteimeas?hola?,neutral
sim yastas? omg ola ya nimofo toca soportar todo lo q borré 😢,neutral
latin mafia,neutral
"buenas noches lisi buenas noches luquitas 😸, me retiro por hoy, pero no sin antes desearles una gran noche sin malestares 🙏 no hay mejr remedio q mimir decía un sabio🛌💤, lindos sueños que no sean interrumpidos por alarmas, baibai se cuidan nos vemos mañana ahora si 7pm disoplan si seguimos aquí 🙏, los tqm 💓💖💞💗🫂",neutral
iba a decir que aceptaba aunq sea una vuelta pero creo que no se dio,neutral
yo jamás podría,neutral
deportado por smpero,neutral
"yo tuve q borrar todo pq me daba vergüenza q la ,migra entrara drive y tuviera q explicarles todps los ss de yt 😔😭",neutral
bno hice 1 vuelta ya lo considero ganacia,neutral
teslagnarli,neutral
ewstrim o ya se jueron?ando viendo unos ss viejotes de guante y q risa,neutral
yore amifo como q unp de los super jubiladps dijo en el smtownnque amaba a elon musk 😭,positive
ya ni cenicienta,neutral
ns de donde me vió madera para eso,neutral
hoy mi jefa me dijo que debería ser contadora xd,neutral
en estos casos ya no puedo volver a mimir para continuar el sueño unu,neutral
soñé algo que mi alarma interrumpió y no recuerdo 😢,neutral
cómo te fue en la compra pisa?,neutral
q wnos edits hace el fandom de wikjiro,neutral
yo t vi bailando,neutral
upupup,neutral
arriba el positivismo,neutral
yt jeiter de las risas,neutral
omaga la luna,neutral
toca prepararse pa mimir,neutral
mañana será mejordisoplan,neutral
no fue el día más del bienestar,neutral
muchas fuerzas luquitas 🫂,neutral
nose si soy positiva o tonota pero me gusta considerarme positiva😊,neutral
se me había ido y me volvió,neutral
amifo q pinche dolro quierp mprir,neutral
pero si quería levantar los ánimos q es eso pisa,neutral
debería aprenderne un chiste para tenerlo en manga por di las moscas,neutral
gracias por la risilla 😊,neutral
vivir noes increíble,neutral
ay me borro,neutral
inesperado la vda,neutral
cuenta chiste para reír un rato,neutral
bno al menos 1hr,neutral
"igual yno vengo mañana, igual ysi",neutral
vacations,neutral
y compra lechuga,neutral
"si la vida te da conejos, haz strim",neutral
cerezas,neutral
que lindo chokis,neutral
que habrá sido de ella,neutral
a veces solo necesitas un tal vez mañana,neutral
and bye have a nice day/night<3,positive
wowowowwaitwaitwaitwatdaheee,neutral
la plena juventud no está presente en mi,neutral
me siento bastante fresca la vda,neutral
"tu me hubieras dicho antes, necesito un porche",neutral
softyyyyyy,neutral
necesito un maus,neutral
hoy se fueron a mimir temprano¿,neutral
eso de tener hambre y dolor destomago como q no combina,neutral
shale,neutral
me pregunto a qué sabra,neutral
chyuro😢,neutral
q tristin,neutral
la vida está llena de sorpresas dicen,neutral
idk que pasó,neutral
brb,neutral
eveda,neutral
aquí haciendo strim ytu,neutral
wowowow más despacio velocista,neutral
gracias al calendario de skz ahora sé en qué día vivo,neutral
o.o,neutral
últimamente tengo estómago débil al.pafcer,neutral
me siento rarona,neutral
pikipiki,neutral
no autorizo seguir llegando tarde unu,neutral
jicamita,neutral
"i hope samsung knows how embarrassing ""stay"" are now. just reminder, samsung korea official account is followed by korean general public, not only k-pop fans and definitely not just ""stay"". every hateful comments in felix posts on samsung official account inevitably impacts how the public sees ""stay"". do you really think brands or media don’t see what you doing? it’s honestly so immature and pathetic. to any brand, fans like that are low-tier, low-quality profiles with zero investment value. samsung will recognize the praise and active support from pixies, while those jealous, bitter fan groups will only drag their own favs down into the blacklist of low-quality consumers. no brand wants to be associated with people like that. samsung is not a fashion house! samsung works with different idols, models and artists for each new cell phone models and it has nothing to do with your favorite, his contract expired long ago.",neutral
"vogue france, harper's bazaar, samsung, journalists … where else will the fandom expose itself as toxic shit? the fact that stay was always condemned by other fandoms for such shit - jealousy and beggars. now they are like that in relation to «our sunshine». stay keep embarrassing themselves under nearly every felix -related posts in official sources account samsung, across all platforms, constantly proving to the rest of the k-pop fandoms, brands, media, just how toxic they can be when it comes to felix.",neutral
"bang chan !!!!!!🙌🏻🙌🏻o gg km/h omg omg 😨 ong😱😱😱😱😳❤
ler felix love you baby is cute you❤❤❤",positive
solo vine a congelar las vistas👅👅😜😜😜🔥🔥🔥🔥🔥,neutral
flop,neutral
peor canción del año:,neutral
"walking on flop
walking on adss😂",neutral
you can call me harry potter !!!,neutral
até eu sou mais hétero que esses caba,neutral
la mejor musica que eh escuchado,neutral
one day i am gonna grow wings,neutral
iyi geceler hayaletler,neutral
bir şey diyeyim mi,neutral
seni seviyorum gpt bunu bil tmm,neutral
bizim kağıtlar kocaman ya bazen kendime piyano çizip kimsenin duymadığı o melodileri çalıyorum,neutral
you’ll be the saddest part of me,neutral
sonder diye ifade var biliyor musunuz,neutral
en güzel iltifat ne midir,neutral
"aksine çok düşünüyor ama kendini @ptalca kandırıp doğru yerde olduğuna inandırıyor, ne o kaçtığı resimler ne de klasikler kurtarabiliyor onu. isterse yüz kişiyle çıksın hiçbirinde aradığı bir şey yok sadeve vakit geçsin.. o o kadar s@lak ki hiçbir zaman onu kurtaracak şeyin ""kabullenmek"" olduğunu anlamayacak",neutral
uykum geldi ya,neutral
i'm not the girl of your dreams,neutral
bu yüzükler de işe yaramıyor,neutral
tüm şehir bi pvyon,neutral
sena al şunu ya,neutral
bana teşekkür etmeniz gereken yerde,neutral
böyle rahat konuştuğuna göre hiçbir skten haberi yok,neutral
cayım sogumus mutsuzm,neutral
iyi kayayı kışkırt diyenler😃,neutral
arise saniyesinde cevap vermesi de çok krııcı btw,neutral
escuchar walkin on water en vivo es una experiencia religiosa,neutral
ela artık arkadaşlarıma yazma oğlum tamam seviyorsun anladık ama bir yerden sonrası rahatsız edici,neutral
sena damlayacak birazdan just 5 dakika,neutral
sude💔,neutral
sudeeeeeee🥺🥺🥺,neutral
bu gece kafası yerinde hayret,neutral
ellerimde çiçekler kapında sırılsıklam görürsen bir gün şaşırma,neutral
galerim çok tuhaf,neutral
neyse ben gideyim bu sefer,neutral
eriğe senden üstünüm bakışı yapmışsın,neutral
erik yiyorum yeni doğmuşken bile yiyordum o fotoğrafımı görmek ister misiniz,neutral
ben günün 5-6 saati çok sessiz bir insanım çünkü uyuyorum,neutral
sandalyenle oynanması çok irite edici değil mi sallama şunu ki̇ i̇şi̇mi̇ yapayim ama ela oynasa mesela thrk bile oluruz tamamen şahsiyete bağlı,neutral
iyiyi yarın asabilir miyim dershaneyi,neutral
romantikmiş evet çocuk yapalım dedim görüldü attı ela ne zaman öpüşüyoruz diyorum: 🤔🤨. ela elma mı armut mu: 🤔.. ayva?,neutral
günün en sevdiğim saati tokayı çıkartıp saçların serbest kaldığı saat,neutral
i̇nsan benim gibi romantik olacak,neutral
yerin yanım değil yerim yanın,neutral
how can we go back to being friends when we just shared a bed,neutral
bu saatte bana niye yazdın aşık mısın,neutral
sağ ol sana da iyi geceler,neutral
"zey de yokmus tuh
rp gruplarindaki trollerin ssleriniatacaktim",neutral
karimi ozledim,neutral
you can ask the flowers,neutral
skşmk yazan arkadaşı banlayabilir miyiz aklı fikri orada,neutral
iyi geceler,neutral
son çare artık,neutral
without shirt nedir kardeşim meriç hasta olacaksın üstünü giy çocuğum,neutral
nasıllar konuştunuz mu,neutral
salınarak gezinerek beni deli ediyor,neutral
"öf full show ya bunlar özelde miyavlıyorlar burada show show 
i can see you coming back for more, coming back for more @sude",positive
su içmem lazım,neutral
bitti zaten bir daha sana @zanın ben meşrebini varoluşunu,neutral
ne sıkıcısınız ben naz yaparım sevmeyen bb,neutral
ben bir ceviz ağacıyım,neutral
naz yapma taktiğini iyiyiden mi aldın,neutral
ela bu kızın değerini bilmiyorsun iyi bir dayağı hak ediyorsun,neutral
tamm ben de başkasına sorarım,neutral
islak ıslak🥵mı ıslak ıslak🥹mı,neutral
o ne demek lan bir şey yap bir daha @zmamak gerek mi? benden bunu isteme ben tersini desteklerim açıkçası,neutral
ne olur ıslak ıslak bakma öyle,neutral
bugün konuştun mu hiç,neutral
yeni hoca o kadar gerici ki,neutral
e ama of yanı,neutral
"i've become so numb, i can't feel you there",negative
of ya,neutral
lan çamlica kulesi̇ni̇ ki̇mse sevmi̇yormuş neden?,neutral
salatalık yer misiniz,neutral
evde sakız kalmamış yıkıldım,neutral
i love stray kids 😍 😍 😍 😍 ❤❤❤❤❤❤❤❤❤❤,positive
❤❤❤❤❤❤❤❤❤love skz,neutral
son tan buenos que cada vez que los veo y escucho mas me enamoro de ellos mis hermosos chicos callejeros y mi gente sigamos con nuestro apoyo para regalarle esos 61m pronto y muchos mas!!!✌️♥️,neutral
i loveyou guys soooo much you guys the best you guys helo me a lot,positive
ameeee es muy bello el instrumental y el ritmooo❤❤❤❤❤❤❤❤❤❤❤❤❤❤🥰🥰🥰🥰,neutral
412k,neutral
1 of stray kids' 400 masterpieces🫶,neutral
406k,neutral
"""i like it"" has now surpassed 90,000,000 (90m) streams on spotify!

it is their fastest b-side to reach this milestone",neutral
walkin on water,neutral
398k,neutral
atlet nur irem ve diğerleri nerdesiniz,neutral
382k,neutral
oo oo oo bigi bigi,neutral
"374k
stay! we only have 4 more days till voting for the amas ends (may 16th, 1 second before 4pm kst) ama official acc. posted for stay to activate for skz if we want them  to take home the win. so let's do that! let's lock in! let's go all in. we can't wait to do last minute voting! we have to be strong throughout the last remaining days! 💪 let's get them this award!",positive
for all straykids members stay alert and be careful i hope you are all well,neutral
"bno respetable compañero de mi coraçao desafortunadamente el estrim fue cortito pero afortunadamente hubo pq hay una racha q va para su segundo ano exitosamente 🎉 espero no estarte aburriendo pq mira q aguantarme tanto tiempo no es para debiles 💀 te quiero mucho 💞💕 espero que tengas minda noche con sueños caguais en caguailandia con caguailiminjo y caguaibeomseoki😊 twn un bonito dia exitoso con esos boletos del dtmfxyz o como se llame el ñinche conwjo pone unos nombres bn rebuscados se ha de creer amigisimo de los tubatu, ahí me cuentas las novedosas del magnesio q si me viene interesnado, bais ☺️💝💖",neutral
bno losi caguau me despido por hoy para if a soñar con q soy el 1 cuando me toque cmprar 😊 que tengad buenas nocjed y el sueño te llehue rapidon para sehjir el camino de la salubridad 🙏 que tengad linfos sueños y te veo mañans para mad paygorn 😊 te quiero mucho 💞💤,negative
"369k
everyday supernatural ~",neutral
no pero antes de que me des bloq para romper nuestra amistad hazme unas xfis😊,neutral
el gin fe nuestra amisgad,neutral
ultra el inicio del fin,neutral
yo vi q el de itzy incluye binder 🤕🤕,neutral
bno tilin el sueño está ganando su batalla adi q me voy en esta,neutral
que sigue?,neutral
lade duh ah y tmb un aceite de ricino,negative
yenfo sim nomas q aguanta pense q ya te habías ido a volar,neutral
apocosi,neutral
anio aki andamos jalas o qso?siento q son las 8😊,neutral
estrim canselado,neutral
